"ensembl" "SUM149_JQ1_12H_R2" "SUM149_JQ1_12H_R1" "SUM149_DMSO_12H_R2" "SUM149_DMSO_12H_R1"
"ENSG00000167118" 1511 1490 1808 2680
"ENSG00000272593" 0 0 0 0
"ENSG00000207955" 2 3 1 0
"ENSG00000284185" 0 0 0 0
"ENSG00000283335" 0 0 0 0
"ENSG00000167123" 1026 857 1185 1927
"ENSG00000273186" 18 15 26 26
"ENSG00000228510" 0 2 0 1
"ENSG00000136811" 5701 5287 3323 4750
"ENSG00000225951" 14 8 2 4
"ENSG00000119392" 5768 5293 4081 5834
"ENSG00000228395" 12 23 10 11
"ENSG00000238406" 0 0 0 1
"ENSG00000197694" 24676 23253 8364 12200
"ENSG00000280474" 2 1 0 0
"ENSG00000280758" 7 9 4 4
"ENSG00000119333" 5711 5210 5252 8241
"ENSG00000227759" 0 0 0 0
"ENSG00000234705" 5 8 1 3
"ENSG00000119335" 9001 8491 11759 16422
"ENSG00000160447" 423 442 1231 2073
"ENSG00000264438" 0 0 0 0
"ENSG00000160446" 2995 2772 1852 3176
"ENSG00000223478" 469 486 266 370
"ENSG00000160445" 3234 3106 1368 1994
"ENSG00000203286" 4 0 3 0
"ENSG00000107021" 1987 2083 1335 2065
"ENSG00000167136" 754 639 427 655
"ENSG00000198917" 2236 2082 1376 2157
"ENSG00000171097" 395 371 369 592
"ENSG00000136802" 5044 5057 3167 4724
"ENSG00000175287" 7 6 1 3
"ENSG00000251184" 0 0 0 0
"ENSG00000175283" 1543 1396 1058 1641
"ENSG00000095319" 6617 6571 7080 10329
"ENSG00000267834" 17 10 2 9
"ENSG00000148341" 7048 6407 3941 6119
"ENSG00000148343" 2056 1970 1457 2264
"ENSG00000167130" 1529 1407 950 1495
"ENSG00000095321" 1830 1653 1172 1905
"ENSG00000234055" 1 1 1 2
"ENSG00000119383" 5124 4674 7833 12050
"ENSG00000268707" 2 0 2 9
"ENSG00000188483" 1394 1270 684 1165
"ENSG00000268050" 0 0 0 0
"ENSG00000204055" 5 7 1 7
"ENSG00000235007" 0 0 0 0
"ENSG00000241084" 0 0 0 0
"ENSG00000224307" 1 0 0 0
"ENSG00000179082" 4 1 9 5
"ENSG00000268615" 1 0 0 1
"ENSG00000233901" 69 53 80 107
"ENSG00000242281" 0 0 0 1
"ENSG00000236146" 1 0 0 2
"ENSG00000230676" 4 2 0 0
"ENSG00000226355" 1 1 0 0
"ENSG00000261334" 1 1 7 8
"ENSG00000204054" 544 508 948 1478
"ENSG00000227619" 1 1 2 6
"ENSG00000148335" 1515 1404 1497 2287
"ENSG00000179058" 5 0 0 2
"ENSG00000148331" 2294 2037 1399 2143
"ENSG00000234789" 7 4 4 6
"ENSG00000167157" 11 6 8 4
"ENSG00000236024" 1 0 0 0
"ENSG00000148344" 21397 19366 17721 26788
"ENSG00000233909" 0 0 0 0
"ENSG00000136816" 3252 3070 1315 1816
"ENSG00000136827" 2834 2620 3404 4893
"ENSG00000136819" 2320 2212 1501 2183
"ENSG00000136878" 2439 2188 768 1225
"ENSG00000276124" 0 0 0 0
"ENSG00000224988" 1 3 6 7
"ENSG00000187239" 2890 2869 1185 1624
"ENSG00000230684" 0 0 1 0
"ENSG00000270755" 0 2 0 0
"ENSG00000148358" 3202 3026 3534 4919
"ENSG00000223188" 3 2 0 0
"ENSG00000196979" 2 1 0 0
"ENSG00000107130" 291 270 1760 2614
"ENSG00000148357" 18 17 0 2
"ENSG00000264169" 1 0 0 0
"ENSG00000130707" 2480 2343 2574 3741
"ENSG00000107164" 6264 6587 4601 6837
"ENSG00000277713" 2 1 0 0
"ENSG00000232172" 3 3 1 2
"ENSG00000130711" 29 16 35 45
"ENSG00000130713" 3099 3001 3014 4247
"ENSG00000097007" 3472 3512 3753 5693
"ENSG00000224797" 0 1 0 0
"ENSG00000188710" 26 25 19 24
"ENSG00000130720" 45 43 39 76
"ENSG00000236658" 2 4 3 2
"ENSG00000050555" 7 3 0 2
"ENSG00000252582" 0 0 0 0
"ENSG00000126878" 689 666 872 1394
"ENSG00000126883" 3651 3477 3954 5715
"ENSG00000252622" 1 0 0 0
"ENSG00000236986" 2 4 2 1
"ENSG00000246851" 1 3 1 5
"ENSG00000226987" 1 3 0 0
"ENSG00000126882" 42 25 34 52
"ENSG00000160539" 6 1 5 1
"ENSG00000285287" 6 5 0 2
"ENSG00000130723" 15914 15248 10760 16365
"ENSG00000235284" 1 3 4 2
"ENSG00000231587" 12 6 14 18
"ENSG00000176868" 0 0 0 0
"ENSG00000130714" 1823 1723 1374 2031
"ENSG00000230289" 6 8 5 6
"ENSG00000130717" 1336 1214 1465 2162
"ENSG00000283526" 0 1 0 0
"ENSG00000107263" 2055 1909 2466 3756
"ENSG00000240853" 0 0 0 1
"ENSG00000231018" 3 4 1 0
"ENSG00000212395" 0 0 0 0
"ENSG00000236687" 0 0 0 0
"ENSG00000160563" 873 775 653 914
"ENSG00000196358" 8 6 1 2
"ENSG00000107290" 5654 5681 4709 6391
"ENSG00000125482" 706 652 847 1122
"ENSG00000188523" 1 2 1 0
"ENSG00000252521" 0 0 0 0
"ENSG00000125492" 1 3 4 2
"ENSG00000125485" 1923 1849 2122 3095
"ENSG00000125484" 4974 5083 5042 7169
"ENSG00000165695" 3 6 5 3
"ENSG00000224992" 0 3 4 1
"ENSG00000165698" 54 38 80 100
"ENSG00000165699" 2304 2130 1539 2114
"ENSG00000165702" 7 7 4 0
"ENSG00000263816" 0 0 0 0
"ENSG00000234907" 1 1 1 0
"ENSG00000238558" 0 1 0 0
"ENSG00000196205" 134 137 107 169
"ENSG00000148308" 5246 4678 3805 5633
"ENSG00000273932" 0 0 0 0
"ENSG00000170835" 37 39 11 11
"ENSG00000170827" 0 2 1 0
"ENSG00000160271" 270 247 367 492
"ENSG00000285245" 0 0 0 0
"ENSG00000148288" 38 31 69 93
"ENSG00000171102" 2 1 2 5
"ENSG00000119440" 0 0 0 0
"ENSG00000175164" 9 7 5 5
"ENSG00000201843" 0 0 0 0
"ENSG00000204031" 0 0 0 0
"ENSG00000148296" 3172 2903 2853 4368
"ENSG00000201451" 0 2 1 3
"ENSG00000148297" 2628 2453 3103 4968
"ENSG00000230064" 0 0 0 0
"ENSG00000148303" 9253 8311 8769 12599
"ENSG00000206611" 0 0 0 0
"ENSG00000200831" 0 0 0 0
"ENSG00000199744" 0 0 0 0
"ENSG00000252542" 2 0 3 3
"ENSG00000148290" 2868 2432 1116 1642
"ENSG00000148291" 1379 1162 912 1383
"ENSG00000148248" 14566 13947 9774 14720
"ENSG00000198870" 18 25 26 29
"ENSG00000148300" 2923 2611 3074 4507
"ENSG00000160323" 50 38 43 72
"ENSG00000160325" 325 269 71 95
"ENSG00000160326" 392 349 380 580
"ENSG00000187616" 0 0 0 0
"ENSG00000197859" 2 0 0 1
"ENSG00000196990" 1 0 0 0
"ENSG00000261018" 0 0 0 0
"ENSG00000123454" 1 3 0 0
"ENSG00000225756" 1 0 0 0
"ENSG00000123453" 1 2 0 0
"ENSG00000160293" 3892 3733 3608 5370
"ENSG00000235106" 1187 1115 990 1477
"ENSG00000169925" 2041 1951 1960 3017
"ENSG00000235138" 28 29 26 41
"ENSG00000271525" 7 8 12 10
"ENSG00000273249" 4 4 6 1
"ENSG00000196363" 4390 3901 5095 7481
"ENSG00000221676" 7 1 2 3
"ENSG00000273473" 9 5 8 6
"ENSG00000223729" 1 0 0 0
"ENSG00000279929" 0 1 0 0
"ENSG00000186350" 644 568 1520 2447
"ENSG00000263897" 0 0 0 0
"ENSG00000223795" 0 0 0 0
"ENSG00000228877" 0 0 0 0
"ENSG00000227150" 0 0 0 0
"ENSG00000130635" 12 6 4 17
"ENSG00000204011" 1 0 0 0
"ENSG00000264744" 0 0 0 0
"ENSG00000265872" 0 0 0 0
"ENSG00000265848" 0 0 0 0
"ENSG00000264163" 0 0 0 0
"ENSG00000264136" 0 1 0 0
"ENSG00000266827" 0 0 0 0
"ENSG00000266514" 1 0 0 0
"ENSG00000232355" 0 0 0 0
"ENSG00000160339" 1 0 0 0
"ENSG00000085265" 5 1 0 0
"ENSG00000236403" 0 0 0 0
"ENSG00000279935" 1 1 0 0
"ENSG00000130558" 5 4 0 2
"ENSG00000227958" 0 1 0 0
"ENSG00000233936" 1 1 0 0
"ENSG00000178243" 0 0 0 0
"ENSG00000235572" 0 0 0 0
"ENSG00000224682" 3 2 1 2
"ENSG00000225361" 301 289 303 402
"ENSG00000196422" 2290 2138 4238 6613
"ENSG00000160345" 110 113 188 309
"ENSG00000122140" 2969 2669 4118 6337
"ENSG00000226706" 12 23 29 38
"ENSG00000160349" 1 0 0 1
"ENSG00000122136" 0 0 1 1
"ENSG00000122133" 231 216 171 256
"ENSG00000237339" 1 3 0 1
"ENSG00000224045" 0 0 0 0
"ENSG00000236543" 0 0 0 0
"ENSG00000204007" 0 0 0 0
"ENSG00000148386" 2 0 0 0
"ENSG00000165643" 0 2 1 0
"ENSG00000107147" 24 19 9 8
"ENSG00000130559" 2117 2091 2341 3414
"ENSG00000238058" 41 51 28 25
"ENSG00000130560" 1937 1802 2103 3091
"ENSG00000148411" 600 591 1161 1844
"ENSG00000260193" 3 4 7 13
"ENSG00000238227" 2616 2436 2124 3357
"ENSG00000275329" 25 22 7 8
"ENSG00000107187" 1 3 2 2
"ENSG00000165661" 3089 2989 2945 4360
"ENSG00000260220" 3 6 8 5
"ENSG00000279813" 0 0 0 0
"ENSG00000283769" 0 0 0 0
"ENSG00000262075" 1 2 0 3
"ENSG00000160360" 11 7 24 49
"ENSG00000213221" 9 2 10 20
"ENSG00000187796" 309 261 98 167
"ENSG00000165684" 2838 2769 2197 3477
"ENSG00000165689" 4025 3673 3813 5520
"ENSG00000165688" 6993 6080 4556 6870
"ENSG00000148384" 1468 1361 1777 2797
"ENSG00000148396" 10654 10821 6441 9483
"ENSG00000196366" 89 82 67 120
"ENSG00000148400" 3301 3186 1748 2745
"ENSG00000263403" 0 0 0 0
"ENSG00000227512" 8 8 3 2
"ENSG00000265181" 0 0 0 0
"ENSG00000237886" 25 18 37 53
"ENSG00000279141" 0 0 1 0
"ENSG00000228401" 1 1 0 0
"ENSG00000172889" 182 145 132 221
"ENSG00000199161" 0 0 0 0
"ENSG00000169692" 2248 2086 1889 3059
"ENSG00000165716" 151 171 122 217
"ENSG00000233016" 2179 2109 1428 2106
"ENSG00000280496" 0 0 0 0
"ENSG00000276161" 0 0 0 0
"ENSG00000274998" 0 0 0 0
"ENSG00000281808" 0 0 0 0
"ENSG00000274356" 9 7 32 44
"ENSG00000187922" 2 1 1 0
"ENSG00000204003" 0 0 0 0
"ENSG00000267206" 0 1 0 0
"ENSG00000278756" 0 0 0 0
"ENSG00000204001" 0 1 0 0
"ENSG00000177984" 1 0 0 0
"ENSG00000224662" 0 0 0 1
"ENSG00000244187" 843 833 874 1400
"ENSG00000272896" 0 0 0 0
"ENSG00000213213" 64 55 27 37
"ENSG00000273066" 90 78 96 125
"ENSG00000272679" 0 0 0 0
"ENSG00000228544" 150 146 93 118
"ENSG00000196642" 6106 5580 5031 8306
"ENSG00000213212" 35 49 38 44
"ENSG00000265806" 14 12 21 23
"ENSG00000232434" 234 198 242 408
"ENSG00000054148" 2191 1927 1349 2247
"ENSG00000177943" 701 643 378 659
"ENSG00000107223" 7739 6744 4606 6873
"ENSG00000127191" 1582 1496 1962 2921
"ENSG00000266507" 7 8 5 7
"ENSG00000213590" 5 5 17 18
"ENSG00000260190" 7 12 21 29
"ENSG00000159069" 8596 7978 4584 7533
"ENSG00000176919" 43 37 11 19
"ENSG00000184925" 28 25 26 38
"ENSG00000198454" 0 0 0 0
"ENSG00000107317" 2 0 0 0
"ENSG00000284341" 0 0 0 0
"ENSG00000214402" 2 0 0 0
"ENSG00000148362" 1601 1385 1851 3085
"ENSG00000169583" 85 82 25 36
"ENSG00000107331" 2134 2141 3759 5938
"ENSG00000180539" 13 17 19 29
"ENSG00000180549" 3 1 2 1
"ENSG00000279073" 0 0 0 0
"ENSG00000107281" 3441 3136 3038 5020
"ENSG00000054179" 1027 901 869 1273
"ENSG00000236394" 3 2 1 9
"ENSG00000229257" 0 1 0 0
"ENSG00000186193" 3165 3087 2580 4154
"ENSG00000231864" 0 0 0 0
"ENSG00000197355" 592 648 1045 1592
"ENSG00000268996" 788 770 312 498
"ENSG00000177239" 5273 4787 3495 5175
"ENSG00000199411" 1 1 0 0
"ENSG00000176978" 1671 1437 2143 3483
"ENSG00000176884" 8 5 14 13
"ENSG00000184709" 1 2 5 13
"ENSG00000261793" 0 0 0 0
"ENSG00000263697" 0 0 0 0
"ENSG00000185863" 0 1 1 0
"ENSG00000176248" 4058 3625 2620 4060
"ENSG00000176101" 3801 3310 1850 2950
"ENSG00000176058" 2024 1757 878 1492
"ENSG00000187713" 2111 1819 1877 2752
"ENSG00000188566" 2082 1827 1729 2866
"ENSG00000284976" 1531 1328 1237 2091
"ENSG00000212864" 306 267 470 679
"ENSG00000197191" 1411 1235 472 742
"ENSG00000233198" 205 189 125 179
"ENSG00000198569" 186 186 72 110
"ENSG00000188229" 90520 82192 21746 33683
"ENSG00000188163" 5 6 0 1
"ENSG00000275549" 24 19 13 27
"ENSG00000197768" 22 22 13 24
"ENSG00000188986" 6019 5362 4768 7445
"ENSG00000198113" 2193 2038 1922 3041
"ENSG00000270259" 3 7 1 1
"ENSG00000260996" 63 70 13 7
"ENSG00000198435" 1201 1158 932 1519
"ENSG00000187609" 439 404 473 754
"ENSG00000188747" 463 405 404 633
"ENSG00000188833" 9 12 10 24
"ENSG00000165802" 8736 8018 6232 9930
"ENSG00000284317" 0 0 0 0
"ENSG00000130653" 184 172 46 92
"ENSG00000182154" 2890 2661 2073 3214
"ENSG00000148399" 2185 1976 1460 2219
"ENSG00000165724" 1797 1692 2508 3976
"ENSG00000197070" 5899 5532 3347 5308
"ENSG00000283411" 0 0 0 0
"ENSG00000203993" 541 480 398 571
"ENSG00000181090" 4129 4056 3586 5668
"ENSG00000274841" 0 0 0 0
"ENSG00000233998" 1 0 1 2
"ENSG00000255585" 44 56 16 38
"ENSG00000207693" 0 0 0 0
"ENSG00000203987" 2 0 0 0
"ENSG00000148408" 6 4 1 0
"ENSG00000276388" 0 0 0 0
"ENSG00000229926" 1 0 0 0
"ENSG00000159247" 3 1 0 2
"ENSG00000278130" 0 1 0 0
"ENSG00000237419" 0 0 0 0
"ENSG00000233013" 0 0 0 0
"ENSG00000223256" 0 0 0 0
"ENSG00000250210" 0 0 0 0
"ENSG00000253826" 0 0 0 0
"ENSG00000224777" 0 0 0 0
"ENSG00000254468" 0 0 0 0
"ENSG00000270921" 1 0 0 0
"ENSG00000230724" 10 11 9 12
"ENSG00000255229" 0 0 0 0
"ENSG00000222225" 0 0 0 0
"ENSG00000177951" 1965 1787 1390 1956
"ENSG00000188076" 0 0 0 0
"ENSG00000177947" 0 3 0 1
"ENSG00000254559" 0 0 0 0
"ENSG00000177963" 5645 5105 3648 5226
"ENSG00000283920" 0 0 0 0
"ENSG00000142082" 969 930 629 914
"ENSG00000185627" 7001 6152 5377 7809
"ENSG00000277290" 84 86 30 57
"ENSG00000174885" 0 0 0 0
"ENSG00000255026" 0 0 1 2
"ENSG00000142102" 102 83 294 464
"ENSG00000206013" 0 0 0 0
"ENSG00000255533" 1 0 0 0
"ENSG00000185201" 296 318 431 650
"ENSG00000254910" 1 0 10 11
"ENSG00000185885" 64 65 129 161
"ENSG00000251661" 0 0 4 3
"ENSG00000142089" 709 592 927 1433
"ENSG00000255089" 0 0 0 0
"ENSG00000270105" 0 0 0 0
"ENSG00000270030" 0 0 1 0
"ENSG00000255328" 0 0 0 1
"ENSG00000270972" 0 0 0 0
"ENSG00000182272" 428 382 1410 2252
"ENSG00000184363" 5827 5007 3853 6459
"ENSG00000185187" 674 596 566 922
"ENSG00000185101" 557 508 710 1027
"ENSG00000243562" 0 3 0 0
"ENSG00000174915" 768 663 867 1332
"ENSG00000255237" 4 5 5 14
"ENSG00000023191" 5575 4973 4338 6786
"ENSG00000254739" 2 2 0 2
"ENSG00000174775" 1358 1122 1377 2184
"ENSG00000161328" 98 67 24 35
"ENSG00000185522" 167 138 98 182
"ENSG00000254815" 50 36 20 47
"ENSG00000099849" 1145 1065 1000 1905
"ENSG00000247095" 336 333 99 158
"ENSG00000199038" 8 10 2 2
"ENSG00000070047" 4099 3844 3047 4775
"ENSG00000185507" 1934 1711 288 476
"ENSG00000099834" 23 34 21 23
"ENSG00000070031" 2 0 2 1
"ENSG00000069696" 24 10 11 5
"ENSG00000177030" 678 601 1005 1581
"ENSG00000255158" 3 5 1 1
"ENSG00000177106" 2002 1793 1646 2739
"ENSG00000177042" 390 354 362 486
"ENSG00000269915" 3 1 6 6
"ENSG00000177156" 4685 4524 3500 5190
"ENSG00000177225" 1832 1684 1524 2260
"ENSG00000255284" 121 123 68 119
"ENSG00000279672" 96 91 107 154
"ENSG00000255142" 20 18 15 19
"ENSG00000184524" 14 19 9 7
"ENSG00000177542" 2396 2173 1836 2953
"ENSG00000274897" 53 32 24 48
"ENSG00000177595" 1438 1309 1225 1977
"ENSG00000177600" 17725 15544 13833 20909
"ENSG00000199785" 0 0 0 0
"ENSG00000177666" 5690 5185 1307 2034
"ENSG00000255108" 9 1 1 5
"ENSG00000177685" 334 264 615 1018
"ENSG00000177697" 8503 7905 6270 9820
"ENSG00000177700" 4697 4231 2085 3157
"ENSG00000214063" 624 539 926 1506
"ENSG00000250397" 31 30 63 102
"ENSG00000177830" 2413 2287 2215 3276
"ENSG00000183020" 3516 3227 2071 3107
"ENSG00000222561" 0 2 0 0
"ENSG00000184956" 41 34 36 60
"ENSG00000254872" 12 12 27 32
"ENSG00000198788" 4 2 2 7
"ENSG00000215182" 7 6 5 2
"ENSG00000117983" 18 15 33 61
"ENSG00000255177" 0 0 0 0
"ENSG00000275669" 0 0 0 0
"ENSG00000078902" 1910 1648 923 1428
"ENSG00000255153" 59 54 68 111
"ENSG00000174672" 19 12 92 144
"ENSG00000182208" 1196 1099 670 1034
"ENSG00000184545" 59 67 37 57
"ENSG00000233930" 1 0 0 1
"ENSG00000205869" 1 1 1 2
"ENSG00000205867" 0 0 0 0
"ENSG00000196224" 0 0 0 0
"ENSG00000241598" 2 0 0 0
"ENSG00000185940" 0 0 0 0
"ENSG00000231487" 0 0 0 0
"ENSG00000205866" 1 1 0 0
"ENSG00000205865" 0 0 0 0
"ENSG00000227306" 0 0 0 0
"ENSG00000205864" 1 0 0 0
"ENSG00000244242" 12 15 3 12
"ENSG00000250644" 24 11 7 9
"ENSG00000117984" 4927 4329 3856 6482
"ENSG00000235027" 62 52 40 102
"ENSG00000229512" 10 21 25 29
"ENSG00000230834" 10 10 25 47
"ENSG00000230980" 1 0 1 0
"ENSG00000230080" 4 6 3 3
"ENSG00000149043" 14 8 62 110
"ENSG00000130598" 2 0 7 13
"ENSG00000130592" 4 5 3 15
"ENSG00000264493" 0 0 0 0
"ENSG00000249086" 0 0 0 0
"ENSG00000284594" 0 0 0 0
"ENSG00000283787" 1 0 1 2
"ENSG00000229671" 1 0 0 0
"ENSG00000130595" 0 1 0 0
"ENSG00000214026" 104 70 157 180
"ENSG00000226416" 0 0 0 0
"ENSG00000232987" 0 0 0 0
"ENSG00000130600" 0 0 0 0
"ENSG00000275266" 0 0 0 0
"ENSG00000284010" 0 0 0 0
"ENSG00000274866" 0 0 0 0
"ENSG00000284779" 0 0 0 0
"ENSG00000167244" 1 1 0 0
"ENSG00000240801" 0 0 0 0
"ENSG00000129965" 0 0 0 0
"ENSG00000207805" 0 0 0 0
"ENSG00000099869" 1 0 0 0
"ENSG00000254647" 1 0 0 0
"ENSG00000180176" 2 0 0 1
"ENSG00000265258" 0 0 0 0
"ENSG00000183734" 1 0 1 0
"ENSG00000110665" 2 1 0 0
"ENSG00000064201" 2 1 0 0
"ENSG00000207308" 0 0 0 0
"ENSG00000238184" 2 2 1 3
"ENSG00000236264" 0 3 1 0
"ENSG00000199550" 0 0 2 0
"ENSG00000110651" 5530 5402 4426 6427
"ENSG00000184281" 863 718 956 1691
"ENSG00000070985" 2 2 0 1
"ENSG00000230483" 0 0 0 0
"ENSG00000053918" 1 2 3 4
"ENSG00000269821" 798 834 212 313
"ENSG00000275666" 0 0 0 0
"ENSG00000276105" 0 0 0 0
"ENSG00000276494" 0 0 0 0
"ENSG00000276015" 0 0 0 0
"ENSG00000236041" 0 1 0 0
"ENSG00000229414" 0 0 0 1
"ENSG00000237941" 0 0 0 0
"ENSG00000274740" 0 0 0 0
"ENSG00000129757" 4 5 5 2
"ENSG00000254827" 23 19 30 56
"ENSG00000110628" 477 440 248 427
"ENSG00000181649" 3029 2748 904 1435
"ENSG00000205531" 5722 5511 5391 7928
"ENSG00000207008" 1 1 1 1
"ENSG00000183562" 33 32 19 49
"ENSG00000110619" 3364 3081 1905 2642
"ENSG00000247473" 4 10 3 3
"ENSG00000201616" 0 2 0 1
"ENSG00000236710" 0 0 0 0
"ENSG00000021762" 189 201 582 942
"ENSG00000234791" 1 0 0 0
"ENSG00000182170" 0 0 0 0
"ENSG00000236301" 0 1 0 0
"ENSG00000224513" 1 1 0 0
"ENSG00000184350" 0 0 0 0
"ENSG00000236987" 0 0 0 0
"ENSG00000276951" 0 0 0 0
"ENSG00000232390" 0 0 0 0
"ENSG00000273813" 0 0 0 0
"ENSG00000254592" 0 1 0 0
"ENSG00000005801" 733 759 858 1218
"ENSG00000223756" 7 6 2 3
"ENSG00000189398" 0 0 0 0
"ENSG00000166492" 1 4 4 5
"ENSG00000284605" 1 1 1 0
"ENSG00000254757" 0 0 0 0
"ENSG00000255367" 0 0 0 0
"ENSG00000255522" 1 0 0 0
"ENSG00000237226" 0 1 1 1
"ENSG00000223688" 0 0 0 0
"ENSG00000284639" 0 0 0 0
"ENSG00000230851" 0 0 0 0
"ENSG00000238161" 0 0 0 0
"ENSG00000182048" 3 0 0 0
"ENSG00000167311" 22 19 0 0
"ENSG00000129744" 0 1 0 0
"ENSG00000201279" 0 0 0 0
"ENSG00000200201" 0 0 0 0
"ENSG00000129749" 64 68 28 45
"ENSG00000110713" 7973 7978 7510 10128
"ENSG00000251934" 0 0 1 0
"ENSG00000238304" 0 0 0 0
"ENSG00000148985" 462 449 1171 1799
"ENSG00000177105" 1551 1505 1196 1828
"ENSG00000228661" 13 10 4 7
"ENSG00000167323" 2408 2349 2178 3271
"ENSG00000229368" 18 16 5 9
"ENSG00000284525" 0 0 0 0
"ENSG00000230593" 2 0 0 1
"ENSG00000206976" 0 0 0 0
"ENSG00000255232" 0 0 0 0
"ENSG00000255141" 1 0 0 0
"ENSG00000224555" 0 0 0 1
"ENSG00000240385" 0 0 0 0
"ENSG00000167325" 4555 4420 7551 10619
"ENSG00000255276" 0 0 0 1
"ENSG00000231548" 2 2 0 0
"ENSG00000254480" 0 0 1 2
"ENSG00000255387" 1 2 1 1
"ENSG00000284018" 0 0 0 0
"ENSG00000284306" 0 0 0 0
"ENSG00000236175" 0 0 0 0
"ENSG00000283873" 0 0 0 0
"ENSG00000284546" 0 0 0 0
"ENSG00000284438" 0 0 0 0
"ENSG00000221996" 0 0 0 0
"ENSG00000175800" 0 0 0 0
"ENSG00000132109" 603 489 314 459
"ENSG00000237272" 0 0 0 0
"ENSG00000171999" 1 0 0 0
"ENSG00000181963" 0 0 0 0
"ENSG00000225101" 0 0 0 0
"ENSG00000196778" 1 0 0 0
"ENSG00000226616" 1 2 0 0
"ENSG00000197790" 0 0 0 0
"ENSG00000171987" 0 0 0 0
"ENSG00000226288" 1 1 0 0
"ENSG00000232268" 0 0 1 1
"ENSG00000167333" 323 408 234 307
"ENSG00000197428" 1 0 0 0
"ENSG00000180785" 0 0 0 0
"ENSG00000180723" 0 0 0 0
"ENSG00000167332" 1 3 0 0
"ENSG00000197674" 1 0 0 0
"ENSG00000167346" 0 0 0 0
"ENSG00000272634" 0 0 0 0
"ENSG00000272664" 0 0 0 0
"ENSG00000271602" 2 9 3 4
"ENSG00000272559" 0 0 0 0
"ENSG00000273051" 0 0 0 0
"ENSG00000201980" 0 0 0 0
"ENSG00000280021" 0 0 0 0
"ENSG00000176951" 0 0 0 0
"ENSG00000231070" 0 0 0 0
"ENSG00000279270" 0 0 0 0
"ENSG00000176925" 0 0 0 0
"ENSG00000197984" 0 0 0 0
"ENSG00000176922" 1 0 0 0
"ENSG00000176904" 0 0 1 0
"ENSG00000198217" 0 0 0 0
"ENSG00000176900" 0 0 0 0
"ENSG00000197023" 0 0 0 0
"ENSG00000176895" 0 0 0 0
"ENSG00000176893" 1 0 0 0
"ENSG00000278870" 0 0 0 0
"ENSG00000227023" 0 0 0 0
"ENSG00000205497" 0 0 0 0
"ENSG00000205496" 0 0 0 0
"ENSG00000225003" 0 0 0 0
"ENSG00000176798" 1 3 0 0
"ENSG00000224300" 0 0 0 0
"ENSG00000230261" 0 0 0 0
"ENSG00000205495" 0 0 0 0
"ENSG00000176787" 0 1 0 0
"ENSG00000273085" 0 0 0 0
"ENSG00000237354" 0 0 0 0
"ENSG00000226157" 0 0 0 0
"ENSG00000203560" 0 0 0 0
"ENSG00000236897" 0 0 0 0
"ENSG00000205494" 0 0 0 0
"ENSG00000171944" 0 1 0 1
"ENSG00000182070" 1 1 0 0
"ENSG00000176752" 0 0 0 0
"ENSG00000176748" 0 1 0 0
"ENSG00000176742" 1 0 0 0
"ENSG00000224091" 0 0 0 0
"ENSG00000285498" 0 0 0 0
"ENSG00000221031" 0 0 0 0
"ENSG00000244734" 17 12 0 0
"ENSG00000223609" 5 2 0 0
"ENSG00000229988" 0 0 0 0
"ENSG00000260629" 0 1 0 0
"ENSG00000213934" 0 0 0 0
"ENSG00000284931" 0 0 0 0
"ENSG00000196565" 0 0 0 0
"ENSG00000239920" 0 0 0 0
"ENSG00000213931" 0 0 0 0
"ENSG00000229093" 0 0 0 0
"ENSG00000183251" 1 0 0 0
"ENSG00000167355" 1 1 1 0
"ENSG00000223735" 0 0 0 0
"ENSG00000279012" 0 1 0 0
"ENSG00000236359" 1 0 0 0
"ENSG00000176239" 0 2 0 1
"ENSG00000230087" 0 0 0 0
"ENSG00000236248" 1 0 0 0
"ENSG00000184698" 1 1 0 0
"ENSG00000184321" 0 0 0 0
"ENSG00000167360" 2 1 0 0
"ENSG00000248424" 0 0 0 0
"ENSG00000167359" 3 0 0 0
"ENSG00000187918" 0 0 0 0
"ENSG00000230484" 1 0 0 0
"ENSG00000181609" 0 0 0 0
"ENSG00000175520" 1 1 0 0
"ENSG00000175518" 0 0 0 0
"ENSG00000224295" 0 0 0 0
"ENSG00000249633" 0 0 0 0
"ENSG00000181616" 0 0 0 0
"ENSG00000248553" 0 0 0 0
"ENSG00000231049" 0 1 0 0
"ENSG00000233646" 0 0 0 0
"ENSG00000229534" 0 1 3 0
"ENSG00000187747" 0 0 0 0
"ENSG00000121236" 0 0 0 0
"ENSG00000258588" 0 0 0 0
"ENSG00000258659" 0 0 0 0
"ENSG00000132256" 183 183 86 149
"ENSG00000132274" 1 2 0 0
"ENSG00000232381" 0 1 0 0
"ENSG00000181109" 0 0 0 0
"ENSG00000181023" 0 0 0 0
"ENSG00000181074" 0 0 0 0
"ENSG00000181017" 2 0 0 0
"ENSG00000181009" 0 1 0 0
"ENSG00000181001" 0 0 0 0
"ENSG00000236965" 0 0 0 0
"ENSG00000180988" 0 0 0 0
"ENSG00000205409" 0 0 0 0
"ENSG00000183269" 0 0 0 0
"ENSG00000233563" 0 0 0 0
"ENSG00000180974" 1 0 0 0
"ENSG00000277932" 1 0 0 0
"ENSG00000277514" 0 0 0 0
"ENSG00000184478" 1 1 0 0
"ENSG00000188691" 1 0 0 0
"ENSG00000183313" 1 0 0 0
"ENSG00000254831" 2 0 0 0
