"ensembl" "SUM149_JQ1_12H_R2" "SUM149_JQ1_12H_R1" "SUM149_DMSO_12H_R2" "SUM149_DMSO_12H_R1"
"ENSG00000218283" 56 38 54 68
"ENSG00000213033" 6 5 7 9
"ENSG00000230318" 0 4 1 0
"ENSG00000232883" 3 10 7 10
"ENSG00000226927" 0 0 0 0
"ENSG00000260505" 0 0 0 0
"ENSG00000235163" 2 0 0 0
"ENSG00000234863" 0 0 0 0
"ENSG00000226226" 2 0 0 0
"ENSG00000231529" 0 0 0 0
"ENSG00000116141" 103 106 254 312
"ENSG00000243872" 0 1 0 0
"ENSG00000233012" 3 8 2 2
"ENSG00000162817" 427 345 453 618
"ENSG00000117791" 1196 1133 1227 1789
"ENSG00000186205" 2029 1946 4271 6022
"ENSG00000221571" 0 0 3 2
"ENSG00000276642" 0 0 0 0
"ENSG00000272823" 1 1 1 3
"ENSG00000238078" 2 4 4 4
"ENSG00000257551" 3 1 0 4
"ENSG00000136630" 103 101 242 361
"ENSG00000226211" 0 0 0 1
"ENSG00000234754" 1 1 0 0
"ENSG00000232436" 0 0 0 0
"ENSG00000227585" 0 0 0 0
"ENSG00000143507" 2047 1873 5248 7500
"ENSG00000227925" 6 6 11 15
"ENSG00000200033" 1 3 2 8
"ENSG00000238042" 34 27 68 87
"ENSG00000228437" 1182 1205 824 1089
"ENSG00000232679" 1 0 0 0
"ENSG00000236230" 2 0 1 0
"ENSG00000227613" 0 0 0 0
"ENSG00000226643" 0 1 0 2
"ENSG00000234419" 0 1 0 0
"ENSG00000276997" 1 2 0 1
"ENSG00000222399" 0 0 0 0
"ENSG00000267305" 0 0 0 0
"ENSG00000143512" 47 44 43 60
"ENSG00000143498" 1100 1098 1240 1707
"ENSG00000225265" 82 71 141 212
"ENSG00000154305" 6034 5913 3883 5383
"ENSG00000229399" 7 8 10 8
"ENSG00000272750" 83 73 70 92
"ENSG00000186063" 694 688 544 772
"ENSG00000162819" 4021 3559 3633 4909
"ENSG00000197520" 1 2 2 2
"ENSG00000228106" 84 83 206 220
"ENSG00000278610" 6 4 2 5
"ENSG00000154309" 744 681 347 542
"ENSG00000234523" 0 3 0 1
"ENSG00000187554" 238 229 74 100
"ENSG00000236846" 1 0 0 2
"ENSG00000226601" 0 0 0 0
"ENSG00000143502" 41 49 114 156
"ENSG00000251789" 0 0 0 0
"ENSG00000178395" 5 4 11 8
"ENSG00000203697" 669 691 1652 2387
"ENSG00000227002" 0 0 0 1
"ENSG00000212398" 0 1 0 0
"ENSG00000162909" 19388 18780 21433 30339
"ENSG00000143514" 4041 3863 3155 4444
"ENSG00000227621" 4 0 1 1
"ENSG00000188460" 8 8 3 9
"ENSG00000233771" 2 0 0 0
"ENSG00000272645" 456 381 373 548
"ENSG00000212157" 0 0 0 0
"ENSG00000185495" 180 187 120 166
"ENSG00000278467" 6 12 4 7
"ENSG00000229930" 0 1 0 0
"ENSG00000252484" 0 1 0 0
"ENSG00000143756" 4504 4691 5186 7236
"ENSG00000236773" 0 6 4 4
"ENSG00000143753" 5882 5983 4465 6655
"ENSG00000201898" 0 0 1 1
"ENSG00000232628" 7 4 0 0
"ENSG00000237101" 8 11 5 3
"ENSG00000143748" 3088 2881 2910 4123
"ENSG00000221406" 3 1 2 2
"ENSG00000229742" 0 0 0 0
"ENSG00000206887" 0 0 0 0
"ENSG00000143771" 5100 4811 4071 5490
"ENSG00000162923" 20921 20461 8672 12465
"ENSG00000266618" 1 2 0 0
"ENSG00000143786" 131 109 123 182
"ENSG00000229991" 4 5 0 0
"ENSG00000233384" 23 29 30 43
"ENSG00000234247" 0 0 0 0
"ENSG00000229400" 0 0 0 2
"ENSG00000225334" 1 1 0 0
"ENSG00000185842" 1646 1643 1529 2020
"ENSG00000143815" 11235 11577 12501 17397
"ENSG00000234476" 3 2 4 9
"ENSG00000282418" 0 1 0 0
"ENSG00000154380" 13596 13528 12853 18042
"ENSG00000227496" 7 6 6 6
"ENSG00000226349" 1 0 0 0
"ENSG00000223306" 0 0 0 0
"ENSG00000143742" 4261 4163 5131 7001
"ENSG00000234112" 4 14 2 4
"ENSG00000143819" 8919 8021 2243 3329
"ENSG00000242861" 107 104 57 83
"ENSG00000196187" 6489 6200 6414 9288
"ENSG00000243709" 21 20 5 3
"ENSG00000255835" 0 0 0 0
"ENSG00000143811" 4351 4190 3695 5641
"ENSG00000284519" 0 0 0 0
"ENSG00000248322" 1 1 0 0
"ENSG00000143768" 2 2 0 5
"ENSG00000213032" 0 0 0 0
"ENSG00000143751" 2770 2704 2699 3811
"ENSG00000272562" 13 19 14 14
"ENSG00000163041" 410 480 233 315
"ENSG00000225518" 70 47 175 262
"ENSG00000270598" 0 0 1 0
"ENSG00000182827" 6001 5862 4709 6409
"ENSG00000234478" 11 6 3 1
"ENSG00000223570" 1 0 0 2
"ENSG00000185155" 1 1 1 1
"ENSG00000183814" 823 792 1997 2844
"ENSG00000236994" 0 1 0 0
"ENSG00000275406" 1 0 0 0
"ENSG00000143799" 22059 20974 22144 31728
"ENSG00000270287" 0 0 0 0
"ENSG00000229965" 3 3 2 0
"ENSG00000223282" 0 0 0 0
"ENSG00000177770" 0 0 0 1
"ENSG00000203685" 12 9 1 0
"ENSG00000143772" 144 133 999 1562
"ENSG00000228382" 0 2 0 2
"ENSG00000228548" 0 1 0 0
"ENSG00000238183" 0 0 0 0
"ENSG00000143801" 1475 1482 940 1367
"ENSG00000163050" 3089 2809 2906 4276
"ENSG00000228525" 1 2 1 1
"ENSG00000143776" 4834 4766 4279 5909
"ENSG00000233706" 0 0 0 0
"ENSG00000228625" 1 1 0 0
"ENSG00000228729" 0 0 0 0
"ENSG00000236636" 0 0 1 0
"ENSG00000234277" 1 0 0 0
"ENSG00000232864" 3 3 2 0
"ENSG00000242757" 0 0 0 0
"ENSG00000224834" 1 1 1 0
"ENSG00000237193" 0 0 0 0
"ENSG00000278180" 0 0 0 1
"ENSG00000237469" 1 1 0 1
"ENSG00000235827" 1 0 0 0
"ENSG00000227711" 0 0 0 0
"ENSG00000202264" 1 1 0 0
"ENSG00000181450" 611 649 632 850
"ENSG00000225934" 1 2 1 3
"ENSG00000215812" 0 2 0 0
"ENSG00000143740" 4777 4564 2887 4472
"ENSG00000081692" 1303 1098 1096 1680
"ENSG00000230005" 22 15 11 15
"ENSG00000185888" 0 3 1 0
"ENSG00000143816" 585 514 93 136
"ENSG00000264483" 0 1 0 0
"ENSG00000233003" 3 0 0 0
"ENSG00000274886" 0 0 0 0
"ENSG00000154342" 3 1 2 2
"ENSG00000276255" 22 26 11 10
"ENSG00000143761" 35502 33274 28407 43333
"ENSG00000284163" 0 0 0 0
"ENSG00000143793" 2392 2148 3340 5066
"ENSG00000162910" 3089 2718 2095 3531
"ENSG00000224566" 4 4 3 5
"ENSG00000280157" 19 16 7 8
"ENSG00000227625" 2 0 1 1
"ENSG00000143774" 13199 11685 8436 13107
"ENSG00000198835" 456 395 109 200
"ENSG00000203684" 28 36 18 23
"ENSG00000181873" 3656 3336 1445 2385
"ENSG00000162913" 39 27 28 45
"ENSG00000154358" 602 553 1124 1841
"ENSG00000269890" 53 70 34 74
"ENSG00000269934" 21 19 16 23
"ENSG00000270110" 11 7 8 12
"ENSG00000270104" 0 0 0 2
"ENSG00000154370" 4073 3691 3494 5417
"ENSG00000270094" 0 0 0 0
"ENSG00000284311" 0 0 0 0
"ENSG00000231563" 13 13 20 24
"ENSG00000162931" 110 109 171 302
"ENSG00000168148" 6 1 0 1
"ENSG00000230841" 3 4 2 1
"ENSG00000181218" 1465 1475 481 749
"ENSG00000196890" 413 362 16 32
"ENSG00000266174" 0 0 1 0
"ENSG00000181201" 1 1 0 0
"ENSG00000279306" 29 25 12 15
"ENSG00000168159" 11157 10276 9622 14410
"ENSG00000215811" 1 3 0 0
"ENSG00000202056" 1 0 0 0
"ENSG00000251823" 0 0 0 0
"ENSG00000199352" 0 0 0 0
"ENSG00000201588" 0 0 0 0
"ENSG00000199337" 0 0 0 0
"ENSG00000200381" 0 0 0 0
"ENSG00000199396" 0 0 0 0
"ENSG00000200624" 0 0 0 0
"ENSG00000202521" 0 0 0 0
"ENSG00000200343" 0 0 0 0
"ENSG00000201321" 0 0 0 0
"ENSG00000199910" 0 0 0 0
"ENSG00000199334" 0 0 0 0
"ENSG00000199270" 0 0 0 0
"ENSG00000202526" 0 0 0 0
"ENSG00000201355" 0 0 0 0
"ENSG00000201925" 0 0 0 0
"ENSG00000202257" 0 0 0 0
"ENSG00000200370" 0 0 0 0
"ENSG00000212237" 26 28 12 10
"ENSG00000183929" 46 52 30 63
"ENSG00000206878" 1 2 0 0
"ENSG00000234975" 8 13 11 10
"ENSG00000116574" 36 31 119 182
"ENSG00000271475" 0 0 0 0
"ENSG00000271399" 0 2 0 0
"ENSG00000282111" 0 0 0 0
"ENSG00000229840" 1 0 1 0
"ENSG00000236975" 0 2 1 0
"ENSG00000233920" 0 0 0 0
"ENSG00000177800" 1 1 0 0
"ENSG00000177788" 10 4 15 32
"ENSG00000168118" 864 864 929 1222
"ENSG00000213029" 0 0 0 0
"ENSG00000237481" 2 4 3 0
"ENSG00000154429" 3176 3223 2725 3836
"ENSG00000252506" 1 0 0 0
"ENSG00000252051" 0 0 0 0
"ENSG00000230331" 0 0 0 0
"ENSG00000143632" 68 55 26 31
"ENSG00000069248" 5872 5751 5485 7677
"ENSG00000226920" 0 0 0 0
"ENSG00000223635" 4 13 2 1
"ENSG00000135776" 2241 2385 3824 5552
"ENSG00000199672" 0 1 2 1
"ENSG00000201492" 11 4 5 4
"ENSG00000229367" 0 0 0 1
"ENSG00000135801" 3027 2946 3438 4804
"ENSG00000135763" 3075 3126 5747 8566
"ENSG00000213028" 8 10 4 8
"ENSG00000225984" 0 1 1 1
"ENSG00000227043" 0 0 0 0
"ENSG00000228058" 3 4 2 0
"ENSG00000143641" 8503 8195 5247 8025
"ENSG00000227006" 51 47 16 14
"ENSG00000224407" 0 0 0 0
"ENSG00000177614" 1531 1414 1230 1713
"ENSG00000282564" 1 3 0 0
"ENSG00000232964" 0 0 0 0
"ENSG00000235817" 4 2 0 1
"ENSG00000135775" 4424 4272 2507 3564
"ENSG00000135744" 8 7 2 7
"ENSG00000244137" 1 0 0 0
"ENSG00000135773" 6 2 2 0
"ENSG00000202063" 0 0 0 0
"ENSG00000225656" 0 0 0 1
"ENSG00000119280" 2501 2415 3599 5311
"ENSG00000223393" 19 9 15 38
"ENSG00000240502" 0 1 0 0
"ENSG00000143643" 4970 4929 3395 5082
"ENSG00000173409" 1605 1525 1084 1529
"ENSG00000182118" 577 544 1051 1466
"ENSG00000283799" 0 0 0 0
"ENSG00000227934" 7 7 3 14
"ENSG00000229595" 2 7 2 2
"ENSG00000119283" 10 15 2 5
"ENSG00000235710" 1 2 0 0
"ENSG00000143633" 1841 1725 2214 2979
"ENSG00000116906" 4484 4218 4940 6970
"ENSG00000222407" 0 1 0 0
"ENSG00000116903" 3822 3576 1864 2688
"ENSG00000010072" 2644 2749 1918 2755
"ENSG00000135766" 7210 6829 5234 7325
"ENSG00000223982" 1 0 0 0
"ENSG00000233461" 267 247 258 371
"ENSG00000116918" 3105 3402 2398 3439
"ENSG00000270106" 4 1 0 2
"ENSG00000229228" 5 0 1 0
"ENSG00000162946" 37 57 55 121
"ENSG00000222986" 0 0 0 0
"ENSG00000274121" 0 0 0 0
"ENSG00000226758" 0 0 2 0
"ENSG00000235152" 1 0 0 0
"ENSG00000236372" 0 0 0 0
"ENSG00000224436" 0 0 0 0
"ENSG00000242794" 1 0 0 0
"ENSG00000116991" 2566 2697 845 1263
"ENSG00000238382" 0 0 0 0
"ENSG00000225919" 0 0 0 0
"ENSG00000236497" 0 0 0 0
"ENSG00000212916" 78 103 93 115
"ENSG00000206835" 0 0 0 0
"ENSG00000232175" 0 1 0 0
"ENSG00000135778" 1037 877 1708 2382
"ENSG00000135749" 3528 3573 2336 3360
"ENSG00000231940" 12 12 12 12
"ENSG00000251508" 0 0 0 0
"ENSG00000143674" 3391 3497 4339 6362
"ENSG00000252501" 0 0 0 0
"ENSG00000135750" 4202 4075 2671 3895
"ENSG00000265744" 2 2 0 0
"ENSG00000225486" 1 2 2 1
"ENSG00000183780" 581 543 405 612
"ENSG00000236101" 0 1 0 0
"ENSG00000233332" 23 25 14 22
"ENSG00000231272" 1 0 1 2
"ENSG00000236244" 0 0 2 0
"ENSG00000232166" 2 0 0 2
"ENSG00000264377" 1 1 0 2
"ENSG00000235605" 7 8 3 4
"ENSG00000236358" 44 59 20 23
"ENSG00000273367" 14 16 8 16
"ENSG00000231663" 88 80 45 71
"ENSG00000168275" 954 983 2052 2817
"ENSG00000059588" 3862 4053 4633 6506
"ENSG00000231768" 4 0 2 1
"ENSG00000230404" 0 0 0 0
"ENSG00000212144" 0 0 0 0
"ENSG00000168264" 3352 3190 3341 4869
"ENSG00000228830" 0 0 0 0
"ENSG00000224939" 6 14 15 24
"ENSG00000272362" 2 2 5 4
"ENSG00000228044" 6 4 15 18
"ENSG00000241475" 0 0 0 3
"ENSG00000230628" 1 0 1 1
"ENSG00000282097" 2 0 3 2
"ENSG00000227630" 18 7 21 27
"ENSG00000279261" 0 0 0 0
"ENSG00000201638" 0 0 0 0
"ENSG00000239690" 0 0 0 0
"ENSG00000237520" 0 2 0 0
"ENSG00000238005" 14 7 29 45
"ENSG00000258082" 13 10 19 25
"ENSG00000280587" 55 49 57 62
"ENSG00000233018" 0 1 0 1
"ENSG00000273416" 9 6 5 7
"ENSG00000173726" 9122 8628 12533 17509
"ENSG00000207181" 12 11 21 27
"ENSG00000188739" 52 60 42 76
"ENSG00000054267" 3737 3788 2512 3645
"ENSG00000263439" 0 0 0 0
"ENSG00000236863" 2 1 0 0
"ENSG00000152904" 1664 1599 1037 1362
"ENSG00000285053" 358 348 266 346
"ENSG00000227962" 8 6 4 9
"ENSG00000230026" 8 5 0 1
"ENSG00000285177" 0 1 0 3
"ENSG00000284770" 1008 1056 804 1050
"ENSG00000229795" 1 3 0 1
"ENSG00000162885" 1698 1777 1164 1633
"ENSG00000238236" 0 1 0 0
"ENSG00000235638" 1 0 0 0
"ENSG00000231199" 0 0 2 0
"ENSG00000226663" 0 1 0 0
"ENSG00000231582" 0 1 0 0
"ENSG00000232714" 0 0 0 0
"ENSG00000235761" 1 0 0 0
"ENSG00000168243" 202 169 545 741
"ENSG00000270710" 0 0 0 0
"ENSG00000227236" 2 2 0 0
"ENSG00000143669" 2330 2480 474 723
"ENSG00000235674" 24 41 18 27
"ENSG00000229463" 0 2 0 0
"ENSG00000222831" 1 0 0 0
"ENSG00000206803" 0 0 0 0
"ENSG00000237845" 1 2 2 2
"ENSG00000229291" 1 1 4 5
"ENSG00000116962" 302 326 569 852
"ENSG00000252822" 0 0 0 0
"ENSG00000235371" 3 2 0 1
"ENSG00000077585" 283 251 335 515
"ENSG00000086619" 524 487 145 190
"ENSG00000222650" 1 0 0 0
"ENSG00000237922" 0 0 0 0
"ENSG00000186197" 38 22 25 47
"ENSG00000244457" 0 0 0 0
"ENSG00000116977" 6185 6574 4265 6112
"ENSG00000223776" 34 29 9 23
"ENSG00000273058" 64 77 26 43
"ENSG00000230325" 26 26 7 10
"ENSG00000119285" 7052 7535 9832 13761
"ENSG00000077522" 6 5 1 0
"ENSG00000116984" 3200 3206 5782 8229
"ENSG00000226498" 1 1 3 2
"ENSG00000237991" 2 4 2 3
"ENSG00000244020" 1 2 0 1
"ENSG00000198626" 33 36 183 349
"ENSG00000252396" 1 1 0 0
"ENSG00000266262" 0 0 0 0
"ENSG00000252290" 0 0 0 0
"ENSG00000237250" 1 0 2 0
"ENSG00000116996" 2 1 2 1
"ENSG00000243781" 0 0 0 0
"ENSG00000283174" 0 1 0 0
"ENSG00000283166" 3 2 1 1
"ENSG00000283377" 1 2 1 1
"ENSG00000270188" 2 5 2 5
"ENSG00000232154" 1 1 2 1
"ENSG00000225723" 0 1 0 0
"ENSG00000227860" 0 0 0 0
"ENSG00000230019" 0 0 0 0
"ENSG00000232989" 0 0 0 0
"ENSG00000234464" 0 0 0 0
"ENSG00000252371" 0 0 0 1
"ENSG00000215808" 248 251 550 871
"ENSG00000231877" 8 8 17 28
"ENSG00000215149" 2 2 2 6
"ENSG00000224783" 1 0 0 0
"ENSG00000227854" 2 2 0 0
"ENSG00000259776" 0 1 0 0
"ENSG00000133019" 454 438 589 825
"ENSG00000233355" 3 4 0 2
"ENSG00000234601" 0 1 0 0
"ENSG00000231979" 0 1 0 0
"ENSG00000215805" 1 1 0 0
"ENSG00000217327" 0 0 0 2
"ENSG00000155816" 16 26 5 9
"ENSG00000228818" 54 46 27 40
"ENSG00000202041" 0 0 0 0
"ENSG00000223694" 2 0 0 1
"ENSG00000233735" 0 0 0 0
"ENSG00000252317" 0 0 0 0
"ENSG00000233519" 1 0 0 0
"ENSG00000180875" 8 3 3 8
"ENSG00000224359" 0 0 0 0
"ENSG00000226014" 0 0 0 0
"ENSG00000231440" 0 0 0 0
"ENSG00000228844" 3 2 0 2
"ENSG00000251750" 0 0 0 0
"ENSG00000234872" 1 1 0 0
"ENSG00000199241" 0 0 0 0
"ENSG00000230015" 1 0 0 1
"ENSG00000226919" 2 5 1 3
"ENSG00000223963" 4 0 0 1
"ENSG00000182901" 79 78 93 111
"ENSG00000215802" 0 0 0 0
"ENSG00000233615" 1 0 0 1
"ENSG00000238085" 4 3 3 3
"ENSG00000265831" 0 0 0 0
"ENSG00000224348" 2 0 0 0
"ENSG00000225554" 19 15 87 150
"ENSG00000091483" 8453 7729 7402 10362
"ENSG00000117009" 7 9 28 33
"ENSG00000054277" 377 333 194 292
"ENSG00000203668" 3792 4236 5270 7100
"ENSG00000162843" 3 7 0 1
"ENSG00000229022" 1 2 1 4
"ENSG00000174371" 1300 1272 2193 3147
"ENSG00000235990" 1 2 6 4
"ENSG00000196289" 1 2 0 5
"ENSG00000213026" 4 6 0 2
"ENSG00000197769" 0 0 0 0
"ENSG00000224625" 3 1 0 2
"ENSG00000277099" 0 2 0 0
"ENSG00000180287" 140 110 93 115
"ENSG00000272865" 2 2 0 3
"ENSG00000252084" 0 0 0 0
"ENSG00000224525" 2 1 0 1
"ENSG00000226750" 0 0 0 0
"ENSG00000235467" 1 0 0 0
"ENSG00000213690" 0 0 0 0
"ENSG00000270859" 0 0 0 0
"ENSG00000215800" 0 0 0 0
"ENSG00000270818" 0 0 0 0
"ENSG00000277704" 1 0 0 0
"ENSG00000230199" 0 0 0 0
"ENSG00000234116" 0 0 0 0
"ENSG00000231512" 0 0 0 0
"ENSG00000278455" 0 0 0 0
"ENSG00000253326" 8 6 4 11
"ENSG00000214837" 15 12 18 15
"ENSG00000212230" 0 0 0 0
"ENSG00000143702" 911 908 817 1197
"ENSG00000227230" 3 1 2 4
"ENSG00000232085" 1 0 0 1
"ENSG00000054282" 1166 1121 941 1240
"ENSG00000224727" 2 1 3 0
"ENSG00000265201" 2 4 2 1
"ENSG00000117020" 2473 2580 4017 5522
"ENSG00000236031" 4 0 2 1
"ENSG00000226766" 0 1 0 0
"ENSG00000232184" 0 1 0 0
"ENSG00000228939" 1 0 1 1
"ENSG00000226828" 6 3 2 4
"ENSG00000179456" 793 758 1026 1452
"ENSG00000279774" 3 4 0 0
"ENSG00000229960" 0 0 0 0
"ENSG00000244066" 0 0 0 0
"ENSG00000237759" 0 0 0 0
"ENSG00000173728" 3 4 2 2
"ENSG00000240963" 0 0 0 0
"ENSG00000225401" 3 3 0 1
"ENSG00000035687" 2923 2921 4115 5758
"ENSG00000179397" 21 18 17 16
"ENSG00000227735" 1 0 0 0
"ENSG00000121644" 6151 6192 4225 6008
"ENSG00000232059" 3 8 2 2
"ENSG00000284188" 1 2 1 0
"ENSG00000282317" 2 1 3 0
"ENSG00000203667" 229 265 152 236
"ENSG00000153187" 30928 29474 30978 44290
"ENSG00000273175" 1 3 1 2
"ENSG00000201758" 0 1 0 0
"ENSG00000252073" 0 0 0 0
"ENSG00000272195" 9 18 5 10
"ENSG00000203666" 253 262 234 339
"ENSG00000252282" 0 0 1 0
"ENSG00000251754" 0 0 0 0
"ENSG00000223353" 0 0 0 0
"ENSG00000201170" 0 0 0 0
"ENSG00000162849" 15 22 5 16
"ENSG00000232192" 0 0 0 0
"ENSG00000232793" 0 0 0 1
"ENSG00000238224" 0 0 0 0
"ENSG00000231612" 3 1 2 3
"ENSG00000185420" 750 705 583 824
"ENSG00000235096" 1 0 0 0
"ENSG00000226876" 0 0 1 1
"ENSG00000225222" 0 1 0 0
"ENSG00000202184" 0 1 0 0
"ENSG00000230184" 0 1 0 3
"ENSG00000207326" 0 0 0 0
"ENSG00000227728" 0 0 0 0
"ENSG00000242042" 0 1 0 2
"ENSG00000230813" 1 1 0 2
"ENSG00000229112" 0 0 0 0
"ENSG00000162851" 1379 1369 2006 2834
"ENSG00000162852" 1152 1247 930 1361
"ENSG00000225300" 2 1 0 0
"ENSG00000228955" 7 5 2 3
"ENSG00000260698" 8 7 5 6
"ENSG00000235021" 1 0 0 0
"ENSG00000143653" 1135 1116 2072 2804
"ENSG00000228879" 2 1 0 0
"ENSG00000223519" 8 8 8 11
"ENSG00000260855" 31 30 28 48
"ENSG00000227953" 20 23 10 25
"ENSG00000235386" 0 0 0 0
"ENSG00000252011" 0 0 0 0
"ENSG00000153207" 3140 3180 2725 3927
"ENSG00000197472" 392 419 425 632
"ENSG00000135747" 6 12 19 29
"ENSG00000236775" 0 0 0 0
"ENSG00000277462" 281 232 306 378
"ENSG00000215796" 0 1 1 3
"ENSG00000228982" 0 0 0 0
"ENSG00000188295" 359 420 280 322
"ENSG00000221953" 23 23 49 96
"ENSG00000226164" 1 0 0 0
"ENSG00000196418" 311 276 240 346
"ENSG00000224014" 10 2 0 1
"ENSG00000215795" 8 8 1 4
"ENSG00000259865" 134 169 130 173
"ENSG00000227671" 1206 1185 808 1111
"ENSG00000283881" 0 0 0 0
"ENSG00000252516" 10 9 5 1
"ENSG00000232347" 2 2 0 0
"ENSG00000214144" 6 4 5 6
"ENSG00000235818" 1 0 0 0
"ENSG00000197617" 1 1 0 0
"ENSG00000202079" 0 3 1 2
"ENSG00000162714" 1814 1682 2297 3443
"ENSG00000162711" 3 2 1 5
"ENSG00000177535" 2 1 0 0
"ENSG00000203664" 4 2 0 1
"ENSG00000169224" 1 0 0 0
"ENSG00000196242" 0 0 0 0
"ENSG00000284824" 0 0 0 0
"ENSG00000236817" 0 0 0 0
"ENSG00000177489" 0 1 0 0
"ENSG00000177476" 0 0 0 0
"ENSG00000283369" 0 0 0 0
"ENSG00000198452" 0 2 0 0
"ENSG00000235749" 0 0 0 0
"ENSG00000230411" 2 1 0 0
"ENSG00000197437" 0 0 0 0
"ENSG00000169214" 1 0 0 0
"ENSG00000239395" 0 0 0 0
"ENSG00000241128" 0 1 0 0
"ENSG00000153230" 1 1 0 0
"ENSG00000221888" 0 0 0 0
"ENSG00000228336" 1 1 0 0
"ENSG00000196772" 0 0 0 0
"ENSG00000232908" 0 0 0 0
"ENSG00000230576" 0 0 0 0
"ENSG00000197591" 3 0 0 0
"ENSG00000162722" 497 463 224 343
"ENSG00000238243" 38 46 37 45
"ENSG00000177462" 1 0 2 1
"ENSG00000177275" 0 0 0 0
"ENSG00000226191" 2 0 0 0
"ENSG00000224830" 0 0 0 0
"ENSG00000279263" 1 0 0 0
"ENSG00000187080" 1 0 0 0
"ENSG00000237492" 0 0 0 0
"ENSG00000224227" 0 0 0 0
"ENSG00000199442" 0 0 0 0
"ENSG00000232215" 0 0 0 0
"ENSG00000197454" 0 0 0 0
"ENSG00000200085" 0 0 0 0
"ENSG00000203663" 1 1 0 0
"ENSG00000200982" 0 0 0 0
"ENSG00000198128" 0 0 0 0
"ENSG00000197067" 0 0 0 0
"ENSG00000196071" 0 0 0 0
"ENSG00000177233" 1 0 0 0
"ENSG00000162727" 0 0 0 0
"ENSG00000198601" 1 0 0 0
"ENSG00000228198" 2 1 0 0
"ENSG00000171180" 2 1 0 0
"ENSG00000177212" 0 0 1 0
"ENSG00000177201" 0 0 0 0
"ENSG00000177186" 0 2 0 0
"ENSG00000177174" 0 0 0 0
"ENSG00000196944" 0 0 0 0
"ENSG00000198104" 0 1 0 1
"ENSG00000175143" 3 0 0 0
"ENSG00000227152" 0 1 0 0
"ENSG00000196240" 0 0 0 0
"ENSG00000196539" 0 0 0 0
"ENSG00000229255" 0 0 0 0
"ENSG00000203661" 0 0 0 0
"ENSG00000271934" 0 0 0 0
"ENSG00000188558" 1 1 0 1
"ENSG00000224521" 0 0 0 0
"ENSG00000227102" 0 0 0 0
"ENSG00000182783" 0 0 0 0
"ENSG00000183310" 0 0 0 0
"ENSG00000184022" 0 0 0 0
"ENSG00000201602" 0 0 0 0
"ENSG00000271701" 0 0 0 0
"ENSG00000279301" 1 1 0 0
"ENSG00000177151" 0 0 0 0
"ENSG00000187701" 0 0 0 0
"ENSG00000189181" 0 0 0 0
"ENSG00000229703" 0 1 0 0
"ENSG00000276520" 0 0 0 0
"ENSG00000259823" 1 0 0 0
"ENSG00000242529" 0 0 0 0
"ENSG00000229663" 0 0 1 0
"ENSG00000175137" 3153 2863 1911 2962
"ENSG00000264500" 0 0 0 0
"ENSG00000171161" 1725 1664 1508 2413
"ENSG00000171163" 1454 1260 2343 3606
"ENSG00000227237" 0 2 3 2
"ENSG00000185220" 749 767 366 566
"ENSG00000200495" 0 0 0 0
"ENSG00000233084" 0 0 0 0
"ENSG00000184731" 1082 1073 620 878
"ENSG00000227061" 3 1 0 0
"ENSG00000035115" 2289 2207 2040 2968
"ENSG00000143727" 5676 5466 5172 7405
"ENSG00000189292" 32 31 4 7
"ENSG00000228643" 33 21 3 5
"ENSG00000235779" 0 1 0 0
"ENSG00000277997" 0 0 0 0
"ENSG00000233684" 0 2 0 1
"ENSG00000236856" 0 2 5 1
"ENSG00000226277" 1 0 6 3
"ENSG00000223985" 0 0 0 0
"ENSG00000284452" 0 1 0 0
"ENSG00000225942" 0 2 0 0
"ENSG00000233633" 0 0 0 0
"ENSG00000151353" 2221 2139 1531 2240
"ENSG00000233296" 15 12 5 10
"ENSG00000280360" 1 0 0 0
"ENSG00000233970" 0 0 0 0
"ENSG00000227713" 3 0 0 0
"ENSG00000272342" 0 0 0 0
"ENSG00000231173" 0 0 0 0
"ENSG00000223751" 0 0 0 0
"ENSG00000237667" 0 1 0 0
"ENSG00000228799" 0 0 0 0
"ENSG00000234796" 0 0 0 0
"ENSG00000235688" 2 0 0 0
"ENSG00000172554" 2 1 0 0
"ENSG00000235403" 0 0 0 0
"ENSG00000236665" 0 0 0 0
"ENSG00000233553" 0 1 0 0
"ENSG00000115705" 6 1 1 5
"ENSG00000228613" 2 0 0 6
"ENSG00000283766" 2 0 0 0
"ENSG00000231482" 1 2 0 0
"ENSG00000203635" 5 5 1 4
"ENSG00000130508" 4409 4279 7086 11042
"ENSG00000186487" 5 2 0 1
"ENSG00000284600" 0 1 0 0
"ENSG00000232057" 1 0 0 0
"ENSG00000225619" 1 0 0 0
"ENSG00000234929" 0 1 0 0
"ENSG00000227364" 0 0 0 0
"ENSG00000237720" 1 0 0 0
"ENSG00000228391" 0 0 0 0
"ENSG00000234423" 0 0 0 0
"ENSG00000236760" 0 0 0 1
"ENSG00000226649" 0 0 1 0
"ENSG00000032389" 2033 1815 2267 3358
"ENSG00000224885" 4 5 1 3
"ENSG00000171853" 3330 3190 1926 2902
"ENSG00000225234" 9 6 5 28
"ENSG00000271868" 5 5 2 4
"ENSG00000182551" 8583 7882 3134 4549
"ENSG00000235078" 26 34 33 41
"ENSG00000242282" 49 27 90 104
"ENSG00000255767" 0 0 0 0
"ENSG00000171865" 2070 1920 1687 2494
"ENSG00000234171" 313 244 1087 1573
